usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,messiness_description
U-0003d5,S-6f04a4,2024-06-04,feature_22,9,243,0,True,no_issue
U-0003d6,S-c25263,2024-04-22,feature_36,7,-1,0,False,negative_usage_duration_secs
U-859a25,S-e874c1,2023-07-01,feature_37,14,7266,0,False,no_issue
U-0003d7,S-bd1ee1,2024-09-09,feature_5,9,5139,0,True,no_issue
U-0003d8,S-4e762d,2023-02-01,feature_21,5,1175,3,False,no_issue
U-0003d9,S-ac4799,2024-03-06,feature_38,8,3224,1,False,no_issue
U-dba3b3,S-061025,2023-07-08,feature_12,-1,2050,0,False,negative_usage_count
U-0003da,S-393c51,2023-06-10,feature_30,12,6300,0,False,no_issue
U-0f7943,S-d27f96,2024-01-09,feature_2,13,6383,0,False,no_issue
U-1d2ba3,S-03906f,2024-01-27,feature_24,10,4360,0,False,no_issue
U-9127c8,S-c0e639,2024-12-15,feature_17,10,270,0,False,no_issue
U-0003db,S-2186ea,2024-10-26,feature_24,7,1071,2,False,no_issue
U-0003dc,S-e2981a,2023-11-30,feature_39,14,532,0,False,no_issue
U-4b7e11,S-198dbe,2024-07-11,feature_6,10,1110,0,False,no_issue
U-0003dd,S-db3e30,2023-02-15,feature_17,10,2080,3,False,no_issue
U-0003de,S-87e8d3,2023-09-13,,11,5126,0,True,null_feature_name
U-0003df,S-c64b73,2023-12-06,feature_36,10,-1,0,False,negative_usage_duration_secs
U-9d125f,S-ec0efa,2024-03-30,feature_14,13,2990,1,False,no_issue
U-0003e0,S-9842bb,2024-01-21,feature_15,11,913,2,False,no_issue
U-0003e1,S-4ea564,2024-10-14,feature_1,11,66,2,False,no_issue
U-0003e2,S-9d78e2,2024-01-04,,9,-1,0,True,negative_usage_duration_secs; null_feature_name
U-0003e3,S-aaed3e,2023-03-02,feature_30,12,-1,0,False,negative_usage_duration_secs
U-0003e4,S-4c7591,2023-11-05,feature_19,8,1112,1,False,no_issue
U-00fdf2,S-154918,2024-09-27,feature_22,6,1602,4,False,no_issue
U-0003e5,S-eef92e,2023-03-07,feature_33,16,6112,0,False,no_issue
U-0003e6,S-a3e1e3,2024-05-28,feature_2,10,2870,1,False,no_issue
U-0003e7,S-1d3a93,2024-06-05,feature_21,9,2745,0,False,no_issue
U-0003e8,S-9c6bd0,2024-05-14,,9,5139,0,False,null_feature_name
U-0003e9,S-601bbe,2023-05-17,feature_36,7,2940,0,False,no_issue
U-0003ea,S-3ceff3,2024-08-07,feature_12,10,2790,1,False,no_issue
U-a2c198,S-f690b4,2023-09-30,feature_1,7,2457,0,False,no_issue
U-0003eb,S-016b5f,2024-06-25,feature_20,12,3120,0,False,no_issue
U-cb98e2,S-3ea19d,2023-02-05,feature_38,14,4578,0,False,no_issue
U-a1ee8f,S-c15fcc,2024-08-09,feature_33,13,1885,0,False,no_issue
U-0003ec,S-0e1d53,2024-12-31,feature_23,12,1572,0,False,no_issue
U-0003ed,S-e78c09,2023-05-11,feature_7,12,3048,2,False,no_issue
U-0003ee,S-e6ce29,2023-07-31,feature_10,10,5560,0,False,no_issue
U-0003ef,S-69fb37,2023-09-22,,7,1568,0,False,null_feature_name
U-8bdd35,S-f018e9,2023-03-28,feature_15,10,4890,3,False,no_issue
U-0003f0,S-8b345c,2023-07-24,,-1,2000,0,False,negative_usage_count; null_feature_name
U-ca6054,S-597873,2024-11-08,feature_36,8,3128,0,False,no_issue
U-0003f1,S-53b07a,2024-02-04,feature_28,12,696,0,False,no_issue
U-0003f2,S-62b7cf,2024-09-06,feature_21,9,1260,0,False,no_issue
U-0003f3,S-daf6b3,2024-02-09,feature_12,-1,5928,4,False,negative_usage_count
U-0003f4,S-925f82,2024-11-19,feature_4,11,4917,0,False,no_issue
U-0003f5,S-c63e51,2023-05-29,feature_38,11,3531,0,False,no_issue
U-0003f6,S-896e2f,2023-12-14,feature_33,11,6226,0,False,no_issue
U-0003f7,S-70af60,2024-02-21,,13,3549,0,False,null_feature_name
U-0003f8,S-7f04ec,2024-03-17,feature_26,9,837,0,False,no_issue
U-61db20,S-62c824,2024-11-13,feature_39,7,-1,1,True,negative_usage_duration_secs
U-5aa8de,S-b11cdb,2024-05-05,feature_5,10,1000,2,False,no_issue
U-0003f9,S-c86492,2024-02-21,feature_30,10,4120,0,True,no_issue
U-df6a59,S-2c4527,2024-03-24,feature_5,-1,3014,0,False,negative_usage_count
U-5d6a94,S-86e45a,2024-11-16,feature_21,11,2629,5,False,no_issue
U-0003fa,S-0eff34,2024-07-06,feature_25,7,1792,0,False,no_issue
U-6b1eb6,S-edd29b,2023-10-16,feature_20,8,1872,4,False,no_issue
U-0003fb,S-0d4d11,2023-09-15,feature_8,-1,3246,0,False,negative_usage_count
U-e3f809,S-28eb12,2023-05-21,feature_5,10,630,1,True,no_issue
U-ea5448,S-a53eac,2023-06-06,feature_17,9,2034,0,True,no_issue
U-7fdb75,S-6e4c1a,2023-03-29,feature_21,9,5346,0,False,no_issue
U-834c8b,S-f0d2fd,2023-08-07,feature_25,10,4650,0,False,no_issue
U-0003fc,S-9a4589,2024-08-27,feature_31,11,1078,1,False,no_issue
U-dbe1b0,S-450fa9,2024-03-29,feature_39,10,1530,0,False,no_issue
U-0003fd,S-6c7227,2023-04-24,feature_6,-1,5350,0,False,negative_usage_count
U-0003fe,S-9b1f0e,2023-03-11,feature_34,7,3220,0,False,no_issue
U-0003ff,S-62fe77,2023-02-17,feature_32,13,7189,0,False,no_issue
U-864b5d,S-b9c6ce,2024-10-07,feature_38,11,1936,1,False,no_issue
U-000400,S-5450af,2023-06-28,,9,3726,0,True,null_feature_name
U-deab8a,S-c555c4,2024-07-27,feature_35,13,4888,0,False,no_issue
U-000401,S-1e3a06,2024-10-29,feature_1,12,840,2,False,no_issue
U-de003b,S-c2c197,2023-05-05,feature_34,11,2255,0,True,no_issue
U-000402,S-9d7c19,2024-03-22,feature_10,12,588,0,False,no_issue
U-000403,S-20d02a,2023-01-15,feature_3,4,2024,0,False,no_issue
U-000404,S-35a9b6,2023-01-09,feature_12,15,5490,0,False,no_issue
U-000405,S-b998a9,2024-09-13,feature_25,10,4370,0,False,no_issue
U-37f97a,S-b834a9,2023-05-23,feature_8,10,770,0,False,no_issue
U-000406,S-faa8ec,2024-03-05,feature_7,9,3564,0,False,no_issue
U-000407,S-dc77b7,2023-01-30,feature_6,-1,420,0,False,negative_usage_count
U-000408,S-0146f6,2023-08-23,,14,6692,1,False,null_feature_name
U-564c86,S-a84c82,2023-11-29,feature_24,9,5139,0,False,no_issue
U-000409,S-0638dc,2024-01-12,feature_38,13,1638,0,True,no_issue
U-00040a,S-53fa80,2023-05-16,feature_14,9,2088,0,False,no_issue
U-00040b,S-37879d,2023-07-26,feature_26,7,945,0,False,no_issue
U-00040c,S-3cae45,2024-02-27,feature_2,9,5157,0,False,no_issue
U-00040d,S-4bb483,2024-01-19,feature_19,9,3150,0,False,no_issue
U-00040e,S-e1081c,2023-01-04,feature_10,11,3377,0,False,no_issue
U-00040f,S-8c767b,2024-07-16,feature_5,8,4160,0,False,no_issue
U-000410,S-0586ad,2024-10-08,,10,3390,2,False,null_feature_name
U-000411,S-5daabf,2023-07-18,,11,385,2,False,null_feature_name
U-999015,S-cfca40,2023-09-02,feature_16,13,7553,0,True,no_issue
U-000412,S-5ca11a,2023-09-29,feature_27,8,1128,1,False,no_issue
U-000413,S-bf43b4,2023-12-25,feature_37,16,2432,1,False,no_issue
U-000414,S-f5c472,2024-01-19,feature_16,11,484,0,False,no_issue
U-953b1a,S-c2c321,2023-02-28,feature_38,12,5184,3,False,no_issue
U-000415,S-26bf58,2024-02-16,feature_35,13,-1,0,False,negative_usage_duration_secs
U-000416,S-260e48,2023-05-21,feature_11,8,2160,3,False,no_issue
U-000417,S-4ed997,2023-11-12,,17,7514,0,False,null_feature_name
U-83c5aa,S-b45a10,2023-05-01,,10,50,1,False,null_feature_name
U-000418,S-ccf11b,2023-08-13,feature_32,14,2590,2,False,no_issue
U-000419,S-69a807,2024-12-15,feature_5,9,-1,0,False,negative_usage_duration_secs
U-00041a,S-36aedb,2023-05-19,feature_5,6,-1,2,False,negative_usage_duration_secs
U-00041b,S-639d60,2024-07-15,feature_38,-1,8092,2,False,negative_usage_count
U-00041c,S-3dc46b,2024-10-22,feature_32,9,3627,1,False,no_issue
U-00041d,S-425607,2023-02-08,feature_9,-1,804,2,False,negative_usage_count
U-4b9084,S-2361ec,2024-04-11,feature_26,11,4202,1,True,no_issue
U-38d229,S-084f4a,2024-04-02,feature_37,10,510,2,False,no_issue
U-c00d41,S-6bf7d7,2023-10-20,feature_23,13,6591,1,False,no_issue
U-00041e,S-7717d6,2024-12-11,feature_40,-1,7280,0,True,negative_usage_count
U-a9840a,S-bf4ec8,2024-08-07,feature_5,-1,8036,0,False,negative_usage_count
U-00041f,S-383ac2,2024-01-24,feature_31,8,-1,0,False,negative_usage_duration_secs
U-000420,S-726749,2024-06-13,,-1,456,0,False,negative_usage_count; null_feature_name
U-000421,S-db3e30,2024-09-24,,6,1182,0,False,null_feature_name
U-5359e4,S-34f8ad,2024-02-09,feature_20,13,-1,0,False,negative_usage_duration_secs
U-e2c364,S-b7cbc2,2024-05-24,,11,4367,0,False,null_feature_name
U-0f0281,S-3223a2,2023-02-06,feature_22,11,4389,3,False,no_issue
U-a53c39,S-8ca9f0,2024-03-02,feature_37,13,2964,0,False,no_issue
U-000422,S-c19e74,2024-03-17,feature_12,-1,3280,0,False,negative_usage_count
U-c2ce53,S-aa3dd4,2024-12-09,feature_18,5,595,0,False,no_issue
U-000423,S-5eeb46,2024-12-25,feature_18,10,1460,0,False,no_issue
U-000424,S-409291,2023-06-20,feature_19,14,4970,0,True,no_issue
U-47c3e4,S-58a152,2024-09-10,feature_37,10,3750,0,False,no_issue
U-a928d6,S-47048b,2023-01-22,feature_38,12,6300,0,False,no_issue
U-000425,S-775719,2024-11-01,feature_16,11,1342,2,False,no_issue
U-000426,S-bc2ca5,2023-07-11,feature_37,11,3828,0,False,no_issue
U-000427,S-8d3495,2023-03-14,feature_26,13,793,0,False,no_issue
U-000428,S-9eb2c5,2023-07-10,feature_2,12,2136,0,False,no_issue
U-000429,S-c45df0,2024-04-02,feature_27,9,90,1,True,no_issue
U-00042a,S-983266,2024-04-04,feature_36,10,2360,0,False,no_issue
U-91ce4d,S-b3cae6,2024-05-03,,16,9184,2,False,null_feature_name
U-00042b,S-b2409c,2024-01-22,feature_38,11,5082,0,False,no_issue
U-00042c,S-7f04ec,2024-06-30,feature_27,12,6516,0,False,no_issue
U-00042d,S-e71f4a,2023-01-12,feature_4,14,6762,0,False,no_issue
U-00042e,S-2416eb,2023-05-13,feature_37,-1,1016,0,False,negative_usage_count
U-00042f,S-a900c2,2024-06-01,feature_1,-1,2750,0,False,negative_usage_count
U-000430,S-d8c6a0,2023-03-28,,13,-1,0,False,negative_usage_duration_secs; null_feature_name
U-d00ab2,S-dd8371,2023-08-01,feature_2,9,1422,1,False,no_issue
U-e3dd22,S-918151,2023-11-08,feature_29,11,6336,3,False,no_issue
U-000431,S-be601b,2024-03-06,,12,7020,0,False,null_feature_name
U-000432,S-134439,2023-12-15,feature_8,12,60,2,False,no_issue
U-000433,S-ffe125,2024-10-12,feature_35,13,6318,0,False,no_issue
U-be074b,S-6c7bd8,2024-03-11,feature_6,4,1208,4,False,no_issue
U-3dbaeb,S-2dbf26,2023-01-15,feature_31,17,1156,0,False,no_issue
U-18e65f,S-aadf83,2023-09-18,feature_38,6,3492,0,False,no_issue
U-000434,S-0c9600,2024-04-08,feature_30,9,3861,0,False,no_issue
U-000435,S-c8a3f6,2024-07-30,feature_14,10,1330,0,False,no_issue
U-000436,S-a18ab0,2023-03-23,feature_18,12,4188,0,False,no_issue
U-000437,S-dafec3,2024-04-21,feature_25,5,505,2,False,no_issue
U-000438,S-ab2b5b,2024-11-28,feature_37,-1,3241,0,False,negative_usage_count
U-f88ba9,S-7e145e,2023-02-17,feature_1,12,3840,0,True,no_issue
U-000439,S-5ee117,2024-03-17,feature_36,13,650,0,False,no_issue
U-7a8729,S-00fb6e,2023-06-24,,12,6624,0,False,null_feature_name
U-00043a,S-523cce,2023-11-10,feature_16,12,-1,0,False,negative_usage_duration_secs
U-00043b,S-e89b90,2024-08-08,,17,7514,2,False,null_feature_name
U-00043c,S-03340d,2023-03-12,feature_31,4,420,2,False,no_issue
U-97dd33,S-d1fb2e,2024-09-04,feature_16,6,3384,2,False,no_issue
U-00043d,S-09251c,2023-08-13,feature_23,10,1640,0,False,no_issue
U-272e84,S-bba658,2024-03-27,,7,2492,0,False,null_feature_name
U-00043e,S-d9821f,2024-10-25,feature_2,-1,4074,0,False,negative_usage_count
U-00043f,S-0d6ea4,2024-12-08,feature_16,15,2970,0,False,no_issue
U-000440,S-3d0e5c,2023-05-10,feature_16,15,7470,0,False,no_issue
U-fffd6a,S-2ee940,2023-02-14,feature_40,13,104,0,True,no_issue
U-000441,S-ea71b5,2023-01-31,feature_21,9,1944,0,True,no_issue
U-fb0156,S-ec58ac,2023-05-17,feature_36,15,4065,0,True,no_issue
U-16bf74,S-a69559,2024-11-03,feature_17,8,4296,0,False,no_issue
U-000442,S-102053,2024-07-07,feature_4,8,1808,0,False,no_issue
U-000443,S-772ef0,2024-06-15,feature_19,10,2490,0,False,no_issue
U-000444,S-6f47c5,2024-04-11,feature_24,7,2009,1,False,no_issue
U-d8c06e,S-3d0aa6,2023-02-17,feature_26,12,1956,3,True,no_issue
U-2462a6,S-8f181e,2024-02-19,feature_38,8,-1,0,False,negative_usage_duration_secs
U-ded778,S-a67e83,2023-11-19,feature_7,9,1539,0,False,no_issue
U-235f3e,S-c7f2e5,2023-04-24,feature_15,9,4437,2,False,no_issue
U-000445,S-d74733,2024-05-22,feature_11,11,-1,0,False,negative_usage_duration_secs
U-198995,S-c62bb7,2023-09-18,feature_37,10,-1,0,False,negative_usage_duration_secs
U-000446,S-b6e44c,2024-12-20,feature_19,8,2600,0,False,no_issue
U-000447,S-8ec197,2024-03-21,,-1,1246,1,False,negative_usage_count; null_feature_name
U-000448,S-7179fd,2024-02-04,,10,2420,0,False,null_feature_name
U-000449,S-e6a17a,2023-03-03,feature_14,9,4464,0,False,no_issue
U-00044a,S-b15faf,2024-04-19,feature_5,10,340,0,False,no_issue
U-393e13,S-8e602b,2023-09-05,feature_33,12,6180,0,False,no_issue
U-00044b,S-7dab19,2023-11-19,feature_18,6,-1,2,False,negative_usage_duration_secs
U-00044c,S-39b5ce,2023-09-13,feature_14,11,3839,0,False,no_issue
U-00044d,S-863c87,2023-05-01,feature_7,9,630,1,False,no_issue
U-00044e,S-43b6e9,2024-04-14,feature_21,9,-1,0,False,negative_usage_duration_secs
U-00044f,S-40d3aa,2024-09-20,feature_23,9,1503,0,True,no_issue
U-000450,S-a575f5,2024-12-08,feature_38,9,3006,1,False,no_issue
U-2908b9,S-050a91,2023-05-30,feature_30,9,1278,4,False,no_issue
U-c1ee38,S-a82639,2023-03-07,feature_34,9,4563,2,False,no_issue
U-b7b333,S-09076d,2024-06-16,feature_10,13,1261,0,False,no_issue
U-000451,S-d90f0a,2023-05-19,feature_27,-1,3416,0,False,negative_usage_count
U-000452,S-0bf451,2024-01-17,feature_32,4,1120,0,False,no_issue
U-a34ac2,S-808668,2023-01-04,feature_27,11,4147,1,False,no_issue
U-000453,S-6015db,2024-08-19,feature_37,12,804,0,False,no_issue
U-000454,S-19950d,2023-03-21,feature_21,8,-1,2,False,negative_usage_duration_secs
U-8007d1,S-9f7ef0,2024-07-28,feature_12,11,3542,0,False,no_issue
U-b62843,S-a4fd17,2024-07-08,feature_36,7,3661,1,False,no_issue
U-000455,S-c317f9,2024-03-05,,14,504,0,False,null_feature_name
U-000456,S-c92099,2024-08-24,feature_11,8,1144,0,True,no_issue
U-000457,S-80c01c,2023-07-10,,8,2464,0,False,null_feature_name
U-000458,S-3a57be,2023-03-01,feature_31,6,3102,0,False,no_issue
U-000459,S-c9da7a,2024-05-03,feature_4,16,7424,0,True,no_issue
U-00045a,S-9df4f6,2024-01-14,feature_16,9,126,0,False,no_issue
U-09d77b,S-3a28cc,2023-12-02,feature_14,8,344,0,False,no_issue
U-00045b,S-061025,2024-06-20,feature_6,10,450,1,False,no_issue
U-502840,S-242e1b,2024-10-18,feature_39,9,4122,0,False,no_issue
U-00045c,S-cb117a,2023-12-21,feature_11,13,2821,2,False,no_issue
U-fe513b,S-3c52a6,2024-08-11,feature_35,12,4500,0,True,no_issue
U-00045d,S-b5e9e7,2023-03-07,,5,1415,1,False,null_feature_name
U-00045e,S-e052d8,2024-06-29,feature_9,1,558,2,True,no_issue
U-00045f,S-15a058,2024-05-13,,11,4026,1,False,null_feature_name
U-17a349,S-a76521,2023-10-03,feature_18,18,10674,0,False,no_issue
U-308a5d,S-7cd9fa,2023-02-04,feature_28,6,66,0,True,no_issue
U-1d38db,S-8106d9,2023-12-11,feature_32,6,1644,0,False,no_issue
U-18618c,S-be53ea,2024-08-11,feature_36,-1,5782,1,False,negative_usage_count
U-000460,S-1a9fb7,2023-08-17,feature_35,10,5680,0,False,no_issue
U-000461,S-92afb8,2023-07-26,feature_25,11,3960,1,False,no_issue
U-4748f1,S-1fb7ac,2023-12-03,,8,4440,0,False,null_feature_name
U-000462,S-061025,2023-03-18,feature_25,8,2880,2,False,no_issue
U-93a8d3,S-3b3fac,2023-04-28,,19,8987,0,False,null_feature_name
U-000463,S-a6e444,2024-11-27,feature_20,13,6604,0,False,no_issue
U-20346f,S-9eb2c5,2024-05-23,feature_26,10,3350,1,False,no_issue
U-000464,S-a2aa70,2024-09-19,feature_14,6,-1,0,False,negative_usage_duration_secs
U-000465,S-e2c20a,2024-11-12,feature_34,6,3390,0,False,no_issue
U-000466,S-c317f9,2024-07-21,feature_18,8,3744,2,False,no_issue
U-000467,S-8c61f4,2023-03-22,feature_36,12,5448,0,False,no_issue
U-000468,S-70d15d,2023-01-03,feature_13,9,-1,1,True,negative_usage_duration_secs
U-000469,S-a4fd17,2023-07-30,feature_24,5,970,0,False,no_issue
U-dd136f,S-ec0efa,2023-09-13,feature_16,8,2184,0,False,no_issue
U-00046a,S-b5b9a5,2023-07-15,feature_29,9,2187,1,False,no_issue
U-00046b,S-b4b400,2023-02-07,feature_17,13,3549,0,False,no_issue
U-00046c,S-0eb2e0,2024-12-30,feature_2,15,7800,2,False,no_issue
U-44b760,S-2bc644,2024-02-23,feature_23,3,1437,0,False,no_issue
U-00046d,S-da9362,2024-09-10,feature_17,12,2376,0,False,no_issue
U-f9b8b8,S-056af2,2024-11-27,,11,6017,0,True,null_feature_name
U-00046e,S-b57dcd,2023-07-06,feature_1,8,-1,0,False,negative_usage_duration_secs
U-00046f,S-cdd281,2024-07-21,feature_6,14,2366,2,False,no_issue
U-000470,S-2843fe,2024-03-03,feature_15,-1,2160,0,False,negative_usage_count
U-000471,S-7fb77e,2024-04-26,feature_40,-1,352,0,False,negative_usage_count
U-000472,S-fee9c9,2023-01-28,feature_8,13,2093,0,True,no_issue
U-000473,S-79ef9b,2024-06-25,feature_35,11,66,2,False,no_issue
U-000474,S-f42cc4,2023-12-06,feature_5,10,1890,2,False,no_issue
U-4a44ad,S-2b4a26,2023-12-24,feature_7,11,5313,0,False,no_issue
U-000475,S-57bbae,2024-08-30,feature_4,8,3232,0,False,no_issue
U-fa8450,S-526a2c,2024-01-08,feature_37,-1,5044,0,False,negative_usage_count
U-000476,S-9917a2,2024-02-19,feature_22,10,4640,3,False,no_issue
U-000477,S-e8eb5c,2024-10-10,,9,-1,0,False,negative_usage_duration_secs; null_feature_name
U-000478,S-f132ab,2023-07-21,feature_40,-1,4356,0,False,negative_usage_count
U-000479,S-58239c,2024-11-06,feature_35,-1,4411,0,False,negative_usage_count
U-00047a,S-e2d4e9,2023-01-28,feature_34,10,4320,0,False,no_issue
U-2244c8,S-b01b1c,2024-04-25,,2,900,0,False,null_feature_name
U-00047b,S-c069ab,2023-01-30,feature_15,15,1755,0,False,no_issue
U-00047c,S-76a214,2023-03-19,feature_10,13,7553,0,False,no_issue
U-00047d,S-43c2e3,2024-02-12,,10,4800,0,False,null_feature_name
U-00047e,S-18e3a5,2024-11-06,feature_31,7,2324,0,True,no_issue
U-00047f,S-d7ee6f,2023-06-10,feature_26,12,6336,0,False,no_issue
U-000480,S-5df64f,2023-11-20,feature_16,9,2790,2,False,no_issue
U-000481,S-aea1bf,2023-08-27,feature_10,-1,4923,0,False,negative_usage_count
U-000482,S-0e4b0c,2024-06-02,feature_14,9,2205,0,True,no_issue
U-000483,S-43c80c,2023-10-03,feature_19,9,5292,0,False,no_issue
U-f99b6a,S-6b0789,2024-09-01,feature_32,10,610,0,False,no_issue
U-4e1d47,S-446c54,2023-09-24,feature_21,8,488,0,False,no_issue
U-25bd24,S-6a017c,2023-07-04,feature_32,12,4632,1,False,no_issue
U-000484,S-31afc4,2024-11-21,feature_22,9,486,0,False,no_issue
U-e4d63f,S-26dbbf,2023-02-24,feature_2,9,1674,0,False,no_issue
U-000485,S-46852c,2024-03-08,feature_38,11,1023,0,False,no_issue
U-000486,S-bb9299,2023-04-18,feature_39,11,154,0,False,no_issue
U-e3b515,S-ce6528,2024-01-20,feature_33,9,2448,0,False,no_issue
U-000487,S-d74733,2024-03-10,feature_6,11,2783,1,False,no_issue
U-000488,S-1da72c,2023-12-12,feature_5,-1,1378,0,False,negative_usage_count
U-000489,S-154918,2023-11-17,,11,6413,0,False,null_feature_name
U-00048a,S-dc90ef,2023-08-29,feature_9,7,2268,2,False,no_issue
U-22249d,S-5ca11a,2024-02-16,feature_18,9,2367,0,False,no_issue
U-00048b,S-c3472f,2023-02-02,feature_10,11,3102,2,False,no_issue
U-00048c,S-dcbf45,2023-03-27,feature_31,11,3861,0,False,no_issue
U-00048d,S-df5924,2024-03-24,feature_3,18,-1,0,False,negative_usage_duration_secs
U-00048e,S-e768c6,2024-04-12,feature_21,9,2268,3,False,no_issue
U-00048f,S-460deb,2024-09-21,feature_39,13,3068,0,False,no_issue
U-173224,S-2636a7,2023-09-13,,9,-1,0,False,negative_usage_duration_secs; null_feature_name
U-6c9d2e,S-214d98,2024-04-18,,8,3552,0,False,null_feature_name
U-000490,S-4f2ca8,2023-07-07,,10,2080,0,True,null_feature_name
U-000491,S-c41762,2024-12-22,feature_35,8,3200,0,False,no_issue
U-000492,S-58a7c0,2023-01-01,feature_7,6,2592,1,True,no_issue
U-000493,S-d26ee3,2023-12-24,feature_38,6,1728,0,True,no_issue
U-000494,S-ddb09e,2023-01-17,feature_32,4,364,4,False,no_issue
U-000495,S-f89d8c,2024-04-16,,13,4433,0,False,null_feature_name
U-80c043,S-6cd38d,2023-09-10,feature_21,8,2688,2,False,no_issue
U-000496,S-03a97f,2023-10-14,feature_16,8,4392,1,True,no_issue
U-000497,S-618471,2024-03-17,feature_37,12,5532,0,False,no_issue
U-000498,S-bdd4c5,2023-08-26,,14,2506,0,False,null_feature_name
U-000499,S-0a83cc,2023-10-25,feature_1,13,7163,0,False,no_issue
U-00049a,S-f5c472,2024-10-17,feature_13,10,1750,0,True,no_issue
U-00049b,S-720940,2024-05-06,feature_25,14,4998,0,False,no_issue
U-00049c,S-f1826f,2024-03-01,feature_10,8,1120,0,False,no_issue
U-3cbe19,S-b04174,2023-12-03,feature_18,8,1000,1,False,no_issue
U-d7e07e,S-13a013,2024-07-11,feature_17,2,96,1,False,no_issue
U-00049d,S-5e8d9f,2024-09-26,feature_26,15,5685,1,False,no_issue
U-ba1e53,S-c14eeb,2023-09-28,feature_28,8,752,0,False,no_issue
U-00049e,S-718116,2023-11-04,feature_22,9,-1,0,True,negative_usage_duration_secs
U-21e4dc,S-856241,2023-10-02,feature_26,8,-1,0,False,negative_usage_duration_secs
U-00049f,S-70275b,2024-04-23,,16,8864,1,False,null_feature_name
U-0004a0,S-a4d69d,2023-11-25,feature_25,9,4185,0,False,no_issue
U-0004a1,S-2664e1,2023-07-05,feature_39,9,5193,0,False,no_issue
U-0004a2,S-a46dd4,2023-04-12,feature_6,15,2580,0,False,no_issue
U-0004a3,S-125201,2024-11-30,feature_33,3,-1,0,False,negative_usage_duration_secs
U-0004a4,S-7d0dea,2024-08-07,feature_33,9,-1,0,False,negative_usage_duration_secs
U-0004a5,S-389426,2023-05-20,,11,1782,1,False,null_feature_name
U-0004a6,S-f690b4,2023-06-23,feature_19,14,2674,0,False,no_issue
U-fe36b5,S-3d46f8,2024-12-03,feature_7,8,2408,0,False,no_issue
U-0004a7,S-3ffd93,2024-01-19,,11,2519,1,False,null_feature_name
U-0004a8,S-2923fc,2023-08-01,feature_15,-1,63,0,False,negative_usage_count
U-e22d39,S-3af70e,2023-08-26,feature_18,9,2547,2,False,no_issue
U-0004a9,S-d31de5,2023-02-05,feature_13,17,-1,0,False,negative_usage_duration_secs
U-09aa91,S-7ac9dd,2024-01-01,feature_33,4,632,1,False,no_issue
U-0004aa,S-007e2c,2023-02-17,feature_20,10,920,0,False,no_issue
U-9c6a36,S-db94ad,2024-11-21,feature_4,10,3420,0,False,no_issue
U-0004ab,S-edc542,2024-12-20,feature_13,6,2466,0,False,no_issue
U-0004ac,S-ecefa1,2023-10-08,,11,2519,1,True,null_feature_name
U-0004ad,S-4206eb,2024-06-05,feature_39,8,680,0,False,no_issue
U-0004ae,S-c6ff41,2024-06-03,feature_8,4,144,0,False,no_issue
U-0004af,S-374511,2024-01-09,feature_1,9,4077,2,True,no_issue
U-0004b0,S-a09e70,2023-05-19,,-1,5950,1,True,negative_usage_count; null_feature_name
U-260255,S-f28cde,2024-11-01,feature_36,7,2331,0,False,no_issue
U-0004b1,S-873a22,2023-02-15,,8,632,0,False,null_feature_name
U-0004b2,S-bbc0f7,2024-06-04,feature_5,7,308,4,False,no_issue
U-0004b3,S-6ca9be,2024-09-07,feature_7,11,3718,0,False,no_issue
U-a055bd,S-cc30c5,2024-02-19,feature_21,7,-1,0,True,negative_usage_duration_secs
U-0004b4,S-d7461b,2024-05-27,feature_14,12,4452,0,True,no_issue
U-2cd611,S-76c7da,2023-06-20,feature_25,14,7994,0,False,no_issue
U-0004b5,S-8048cc,2024-04-18,,12,408,0,True,null_feature_name
U-0004b6,S-b3c4b8,2023-03-24,feature_37,10,5430,0,False,no_issue
U-ce60d3,S-816354,2024-07-13,feature_35,8,1192,1,False,no_issue
U-0004b7,S-be0fc9,2023-02-23,feature_22,9,198,0,False,no_issue
U-0004b8,S-e3dff3,2024-04-04,feature_40,14,4872,0,False,no_issue
U-8e477d,S-4ea564,2024-04-02,feature_4,12,2916,1,False,no_issue
U-0004b9,S-56886a,2023-02-17,feature_35,10,-1,0,False,negative_usage_duration_secs
U-0004ba,S-46eb1c,2024-07-11,feature_35,9,405,0,True,no_issue
U-0004bb,S-3af429,2023-04-02,feature_27,11,1760,0,False,no_issue
U-0004bc,S-1131ff,2024-04-07,,15,5745,0,False,null_feature_name
U-0004bd,S-a9fb74,2024-09-13,feature_6,12,912,0,False,no_issue
U-0004be,S-b112eb,2023-09-26,feature_39,15,885,0,False,no_issue
U-f37b59,S-579a24,2023-08-15,feature_16,7,175,0,False,no_issue
U-821ef7,S-8bb388,2023-07-25,feature_19,12,4020,0,False,no_issue
U-fae9ee,S-222167,2024-07-30,feature_27,9,900,5,True,no_issue
U-0004bf,S-79b038,2023-01-13,feature_21,-1,3123,0,False,negative_usage_count
U-0004c0,S-552434,2023-12-13,feature_1,8,1800,1,False,no_issue
U-0004c1,S-d22c1d,2023-04-15,feature_11,10,1100,1,False,no_issue
U-0004c2,S-979365,2024-03-20,feature_36,11,-1,1,False,negative_usage_duration_secs
U-0004c3,S-0a59be,2023-01-28,feature_26,-1,2142,1,False,negative_usage_count
